cell,time,death,apoptosis,total_apoptosis,Tcell_death,total_Tcell_death,total_death,experiment_id
tumor_69298AAA,43.483333333333334,apoptosis,1,1113,0,56,1169,tumor_tcell_20210709.161551/
tumor_70134BBBB,43.516666666666666,apoptosis,1,1114,0,56,1170,tumor_tcell_20210709.161551/
tumor_75132BAAAAA,43.516666666666666,apoptosis,1,1115,0,56,1171,tumor_tcell_20210709.161551/
tumor_71145ABB,43.516666666666666,Tcell_death,0,1115,1,57,1172,tumor_tcell_20210709.161551/
tumor_75212AB,43.53333333333333,apoptosis,1,1116,0,57,1173,tumor_tcell_20210709.161551/
tumor_63768BABA,43.53333333333333,apoptosis,1,1117,0,57,1174,tumor_tcell_20210709.161551/
tumor_62022BBAA,43.55,Tcell_death,0,1117,1,58,1175,tumor_tcell_20210709.161551/
tumor_62322BAA,43.56666666666667,apoptosis,1,1118,0,58,1176,tumor_tcell_20210709.161551/
tumor_70981ABBA,43.56666666666667,apoptosis,1,1119,0,58,1177,tumor_tcell_20210709.161551/
tumor_62405BBB,43.6,apoptosis,1,1120,0,58,1178,tumor_tcell_20210709.161551/
tumor_62134AA,43.666666666666664,apoptosis,1,1121,0,58,1179,tumor_tcell_20210709.161551/
tumor_63574AAAB,43.68333333333333,apoptosis,1,1122,0,58,1180,tumor_tcell_20210709.161551/
tumor_63658BA,43.68333333333333,apoptosis,1,1123,0,58,1181,tumor_tcell_20210709.161551/
tumor_63474BAB,43.7,apoptosis,1,1124,0,58,1182,tumor_tcell_20210709.161551/
tumor_62243,43.75,apoptosis,1,1125,0,58,1183,tumor_tcell_20210709.161551/
tumor_62353BBAA,43.766666666666666,apoptosis,1,1126,0,58,1184,tumor_tcell_20210709.161551/
tumor_63593BAB,43.78333333333333,apoptosis,1,1127,0,58,1185,tumor_tcell_20210709.161551/
tumor_60511A,43.8,apoptosis,1,1128,0,58,1186,tumor_tcell_20210709.161551/
tumor_62281BBBA,43.8,apoptosis,1,1129,0,58,1187,tumor_tcell_20210709.161551/
tumor_62105AB,43.8,apoptosis,1,1130,0,58,1188,tumor_tcell_20210709.161551/
tumor_62032BA,43.81666666666667,apoptosis,1,1131,0,58,1189,tumor_tcell_20210709.161551/
tumor_62162ABBAAA,43.833333333333336,apoptosis,1,1132,0,58,1190,tumor_tcell_20210709.161551/
tumor_62332AAB,43.833333333333336,apoptosis,1,1133,0,58,1191,tumor_tcell_20210709.161551/
tumor_63464AABB,43.85,apoptosis,1,1134,0,58,1192,tumor_tcell_20210709.161551/
tumor_74821B,43.86666666666667,apoptosis,1,1135,0,58,1193,tumor_tcell_20210709.161551/
tumor_62457ABA,43.88333333333333,apoptosis,1,1136,0,58,1194,tumor_tcell_20210709.161551/
tumor_70154BB,43.9,apoptosis,1,1137,0,58,1195,tumor_tcell_20210709.161551/
tumor_70074BAA,43.93333333333333,apoptosis,1,1138,0,58,1196,tumor_tcell_20210709.161551/
tumor_75158AABBABAA,43.95,apoptosis,1,1139,0,58,1197,tumor_tcell_20210709.161551/
tumor_75172ABBABA,43.95,apoptosis,1,1140,0,58,1198,tumor_tcell_20210709.161551/
tumor_70950AAB,44.03333333333333,apoptosis,1,1141,0,58,1199,tumor_tcell_20210709.161551/
tumor_70069BAAB,44.05,apoptosis,1,1142,0,58,1200,tumor_tcell_20210709.161551/
tumor_70882B,44.083333333333336,apoptosis,1,1143,0,58,1201,tumor_tcell_20210709.161551/
tumor_60458BBBBA,44.11666666666667,apoptosis,1,1144,0,58,1202,tumor_tcell_20210709.161551/
tumor_62209AAAAA,44.13333333333333,apoptosis,1,1145,0,58,1203,tumor_tcell_20210709.161551/
tumor_60401,44.2,apoptosis,1,1146,0,58,1204,tumor_tcell_20210709.161551/
tumor_62090BAB,44.233333333333334,apoptosis,1,1147,0,58,1205,tumor_tcell_20210709.161551/
tumor_61918AAAA,44.266666666666666,apoptosis,1,1148,0,58,1206,tumor_tcell_20210709.161551/
tumor_62320BA,44.266666666666666,apoptosis,1,1149,0,58,1207,tumor_tcell_20210709.161551/
tumor_63550AA,44.266666666666666,apoptosis,1,1150,0,58,1208,tumor_tcell_20210709.161551/
tumor_75203A,44.266666666666666,apoptosis,1,1151,0,58,1209,tumor_tcell_20210709.161551/
tumor_62447AB,44.333333333333336,Tcell_death,0,1151,1,59,1210,tumor_tcell_20210709.161551/
tumor_60416ABB,44.35,apoptosis,1,1152,0,59,1211,tumor_tcell_20210709.161551/
tumor_69988AAA,44.36666666666667,apoptosis,1,1153,0,59,1212,tumor_tcell_20210709.161551/
tumor_60645B,44.38333333333333,apoptosis,1,1154,0,59,1213,tumor_tcell_20210709.161551/
tumor_60456ABA,44.4,apoptosis,1,1155,0,59,1214,tumor_tcell_20210709.161551/
tumor_70811AABB,44.4,apoptosis,1,1156,0,59,1215,tumor_tcell_20210709.161551/
tumor_62213,44.416666666666664,apoptosis,1,1157,0,59,1216,tumor_tcell_20210709.161551/
tumor_62340AAB,44.416666666666664,apoptosis,1,1158,0,59,1217,tumor_tcell_20210709.161551/
tumor_70949A,44.416666666666664,apoptosis,1,1159,0,59,1218,tumor_tcell_20210709.161551/
tumor_62401AB,44.416666666666664,apoptosis,1,1160,0,59,1219,tumor_tcell_20210709.161551/
tumor_62192ABABAB,44.43333333333333,apoptosis,1,1161,0,59,1220,tumor_tcell_20210709.161551/
tumor_70837AAABBBB,44.45,apoptosis,1,1162,0,59,1221,tumor_tcell_20210709.161551/
tumor_70177BBAA,44.5,Tcell_death,0,1162,1,60,1222,tumor_tcell_20210709.161551/
tumor_70834A,44.53333333333333,apoptosis,1,1163,0,60,1223,tumor_tcell_20210709.161551/
tumor_61935BB,44.55,apoptosis,1,1164,0,60,1224,tumor_tcell_20210709.161551/
tumor_62093AAB,44.55,apoptosis,1,1165,0,60,1225,tumor_tcell_20210709.161551/
tumor_70971B,44.56666666666667,apoptosis,1,1166,0,60,1226,tumor_tcell_20210709.161551/
tumor_60859ABABBB,44.56666666666667,apoptosis,1,1167,0,60,1227,tumor_tcell_20210709.161551/
tumor_74802AABA,44.583333333333336,apoptosis,1,1168,0,60,1228,tumor_tcell_20210709.161551/
tumor_69965BBA,44.63333333333333,apoptosis,1,1169,0,60,1229,tumor_tcell_20210709.161551/
tumor_70762AAAABAB,44.65,apoptosis,1,1170,0,60,1230,tumor_tcell_20210709.161551/
tumor_71145AAAAB,44.7,Tcell_death,0,1170,1,61,1231,tumor_tcell_20210709.161551/
tumor_60913AA,44.7,apoptosis,1,1171,0,61,1232,tumor_tcell_20210709.161551/
tumor_63733AABA,44.75,apoptosis,1,1172,0,61,1233,tumor_tcell_20210709.161551/
tumor_69917A,44.8,apoptosis,1,1173,0,61,1234,tumor_tcell_20210709.161551/
tumor_63891BBBA,44.833333333333336,Tcell_death,0,1173,1,62,1235,tumor_tcell_20210709.161551/
tumor_75158AAAB,44.833333333333336,apoptosis,1,1174,0,62,1236,tumor_tcell_20210709.161551/
tumor_60456B,44.85,apoptosis,1,1175,0,62,1237,tumor_tcell_20210709.161551/
tumor_69926B,44.86666666666667,apoptosis,1,1176,0,62,1238,tumor_tcell_20210709.161551/
tumor_61952B,44.9,apoptosis,1,1177,0,62,1239,tumor_tcell_20210709.161551/
tumor_61940B,44.916666666666664,apoptosis,1,1178,0,62,1240,tumor_tcell_20210709.161551/
tumor_61999AB,44.916666666666664,Tcell_death,0,1178,1,63,1241,tumor_tcell_20210709.161551/
tumor_69321AAAB,44.93333333333333,apoptosis,1,1179,0,63,1242,tumor_tcell_20210709.161551/
tumor_62240ABABABB,44.96666666666667,apoptosis,1,1180,0,63,1243,tumor_tcell_20210709.161551/
tumor_62218AABA,44.983333333333334,apoptosis,1,1181,0,63,1244,tumor_tcell_20210709.161551/
tumor_62220ABBA,45.0,apoptosis,1,1182,0,63,1245,tumor_tcell_20210709.161551/
tumor_69318ABA,45.016666666666666,apoptosis,1,1183,0,63,1246,tumor_tcell_20210709.161551/
tumor_62376BBAA,45.03333333333333,apoptosis,1,1184,0,63,1247,tumor_tcell_20210709.161551/
tumor_69250BBA,45.05,apoptosis,1,1185,0,63,1248,tumor_tcell_20210709.161551/
tumor_62192BBA,45.083333333333336,apoptosis,1,1186,0,63,1249,tumor_tcell_20210709.161551/
tumor_60872BBABB,45.1,apoptosis,1,1187,0,63,1250,tumor_tcell_20210709.161551/
tumor_60921AABAAAAA,45.15,apoptosis,1,1188,0,63,1251,tumor_tcell_20210709.161551/
tumor_75138AA,45.15,apoptosis,1,1189,0,63,1252,tumor_tcell_20210709.161551/
tumor_63456BBB,45.15,apoptosis,1,1190,0,63,1253,tumor_tcell_20210709.161551/
tumor_63675BBAAABA,45.18333333333333,apoptosis,1,1191,0,63,1254,tumor_tcell_20210709.161551/
tumor_62250AAB,45.2,apoptosis,1,1192,0,63,1255,tumor_tcell_20210709.161551/
tumor_75264ABB,45.233333333333334,Tcell_death,0,1192,1,64,1256,tumor_tcell_20210709.161551/
tumor_70739AABAB,45.25,apoptosis,1,1193,0,64,1257,tumor_tcell_20210709.161551/
tumor_60819BBB,45.266666666666666,apoptosis,1,1194,0,64,1258,tumor_tcell_20210709.161551/
tumor_70068B,45.333333333333336,apoptosis,1,1195,0,64,1259,tumor_tcell_20210709.161551/
tumor_71145AAAAA,45.333333333333336,Tcell_death,0,1195,1,65,1260,tumor_tcell_20210709.161551/
tumor_69970BB,45.416666666666664,apoptosis,1,1196,0,65,1261,tumor_tcell_20210709.161551/
tumor_62235BABBA,45.43333333333333,apoptosis,1,1197,0,65,1262,tumor_tcell_20210709.161551/
tumor_63891BBBB,45.45,Tcell_death,0,1197,1,66,1263,tumor_tcell_20210709.161551/
tumor_74449ABAABA,45.45,Tcell_death,0,1197,1,67,1264,tumor_tcell_20210709.161551/
tumor_75264BAA,45.46666666666667,Tcell_death,0,1197,1,68,1265,tumor_tcell_20210709.161551/
tumor_69274BABA,45.46666666666667,apoptosis,1,1198,0,68,1266,tumor_tcell_20210709.161551/
tumor_62490ABBAA,45.483333333333334,apoptosis,1,1199,0,68,1267,tumor_tcell_20210709.161551/
tumor_60973B,45.516666666666666,apoptosis,1,1200,0,68,1268,tumor_tcell_20210709.161551/
tumor_62262ABAB,45.53333333333333,apoptosis,1,1201,0,68,1269,tumor_tcell_20210709.161551/
tumor_74428AA,45.55,apoptosis,1,1202,0,68,1270,tumor_tcell_20210709.161551/
tumor_61132BAB,45.56666666666667,apoptosis,1,1203,0,68,1271,tumor_tcell_20210709.161551/
tumor_62342BBAB,45.583333333333336,apoptosis,1,1204,0,68,1272,tumor_tcell_20210709.161551/
tumor_60814AAB,45.583333333333336,Tcell_death,0,1204,1,69,1273,tumor_tcell_20210709.161551/
tumor_71048ABA,45.61666666666667,Tcell_death,0,1204,1,70,1274,tumor_tcell_20210709.161551/
tumor_60503AAAA,45.666666666666664,apoptosis,1,1205,0,70,1275,tumor_tcell_20210709.161551/
tumor_60819BABAB,45.68333333333333,apoptosis,1,1206,0,70,1276,tumor_tcell_20210709.161551/
tumor_62254AAAA,45.68333333333333,apoptosis,1,1207,0,70,1277,tumor_tcell_20210709.161551/
tumor_69959B,45.7,apoptosis,1,1208,0,70,1278,tumor_tcell_20210709.161551/
tumor_63918B,45.7,Tcell_death,0,1208,1,71,1279,tumor_tcell_20210709.161551/
tumor_62391BABB,45.71666666666667,apoptosis,1,1209,0,71,1280,tumor_tcell_20210709.161551/
tumor_62409BABAB,45.71666666666667,apoptosis,1,1210,0,71,1281,tumor_tcell_20210709.161551/
tumor_63783BBB,45.733333333333334,apoptosis,1,1211,0,71,1282,tumor_tcell_20210709.161551/
tumor_74763AABAAB,45.733333333333334,apoptosis,1,1212,0,71,1283,tumor_tcell_20210709.161551/
tumor_61926A,45.766666666666666,apoptosis,1,1213,0,71,1284,tumor_tcell_20210709.161551/
tumor_70957B,45.766666666666666,apoptosis,1,1214,0,71,1285,tumor_tcell_20210709.161551/
tumor_70076,45.81666666666667,Tcell_death,0,1214,1,72,1286,tumor_tcell_20210709.161551/
tumor_69287BAAA,45.85,apoptosis,1,1215,0,72,1287,tumor_tcell_20210709.161551/
tumor_62270AA,45.85,apoptosis,1,1216,0,72,1288,tumor_tcell_20210709.161551/
tumor_61017AAA,45.85,apoptosis,1,1217,0,72,1289,tumor_tcell_20210709.161551/
tumor_70771BBBB,45.88333333333333,apoptosis,1,1218,0,72,1290,tumor_tcell_20210709.161551/
tumor_61157BAAAB,45.9,Tcell_death,0,1218,1,73,1291,tumor_tcell_20210709.161551/
tumor_60382ABBAA,45.916666666666664,apoptosis,1,1219,0,73,1292,tumor_tcell_20210709.161551/
tumor_62241ABBBAA,45.95,apoptosis,1,1220,0,73,1293,tumor_tcell_20210709.161551/
tumor_74791BBAB,45.95,apoptosis,1,1221,0,73,1294,tumor_tcell_20210709.161551/
tumor_75217BB,45.96666666666667,apoptosis,1,1222,0,73,1295,tumor_tcell_20210709.161551/
tumor_70132ABBA,45.983333333333334,apoptosis,1,1223,0,73,1296,tumor_tcell_20210709.161551/
tumor_60599BB,45.983333333333334,apoptosis,1,1224,0,73,1297,tumor_tcell_20210709.161551/
tumor_74800AA,46.0,apoptosis,1,1225,0,73,1298,tumor_tcell_20210709.161551/
tumor_70026BAAAA,46.0,apoptosis,1,1226,0,73,1299,tumor_tcell_20210709.161551/
tumor_70972BAAABBBA,46.03333333333333,apoptosis,1,1227,0,73,1300,tumor_tcell_20210709.161551/
tumor_61980A,46.06666666666667,apoptosis,1,1228,0,73,1301,tumor_tcell_20210709.161551/
tumor_70935ABA,46.083333333333336,apoptosis,1,1229,0,73,1302,tumor_tcell_20210709.161551/
tumor_70868B,46.1,Tcell_death,0,1229,1,74,1303,tumor_tcell_20210709.161551/
tumor_61057A,46.11666666666667,Tcell_death,0,1229,1,75,1304,tumor_tcell_20210709.161551/
tumor_70236B,46.13333333333333,Tcell_death,0,1229,1,76,1305,tumor_tcell_20210709.161551/
tumor_60973AAAAAA,46.13333333333333,apoptosis,1,1230,0,76,1306,tumor_tcell_20210709.161551/
tumor_69999BBABA,46.13333333333333,apoptosis,1,1231,0,76,1307,tumor_tcell_20210709.161551/
tumor_70086BBB,46.15,apoptosis,1,1232,0,76,1308,tumor_tcell_20210709.161551/
tumor_63468AB,46.166666666666664,apoptosis,1,1233,0,76,1309,tumor_tcell_20210709.161551/
tumor_63655AB,46.166666666666664,apoptosis,1,1234,0,76,1310,tumor_tcell_20210709.161551/
tumor_62582BBBBBB,46.166666666666664,apoptosis,1,1235,0,76,1311,tumor_tcell_20210709.161551/
tumor_70115AAA,46.18333333333333,apoptosis,1,1236,0,76,1312,tumor_tcell_20210709.161551/
tumor_70015BABA,46.2,apoptosis,1,1237,0,76,1313,tumor_tcell_20210709.161551/
tumor_75182BB,46.2,apoptosis,1,1238,0,76,1314,tumor_tcell_20210709.161551/
tumor_69990AAABBA,46.25,apoptosis,1,1239,0,76,1315,tumor_tcell_20210709.161551/
tumor_63439BAA,46.266666666666666,apoptosis,1,1240,0,76,1316,tumor_tcell_20210709.161551/
tumor_62514AAB,46.266666666666666,Tcell_death,0,1240,1,77,1317,tumor_tcell_20210709.161551/
tumor_74802ABA,46.28333333333333,apoptosis,1,1241,0,77,1318,tumor_tcell_20210709.161551/
tumor_63432AAA,46.28333333333333,apoptosis,1,1242,0,77,1319,tumor_tcell_20210709.161551/
tumor_62356AAA,46.3,apoptosis,1,1243,0,77,1320,tumor_tcell_20210709.161551/
tumor_69349BAABBBBB,46.31666666666667,apoptosis,1,1244,0,77,1321,tumor_tcell_20210709.161551/
tumor_69955A,46.31666666666667,apoptosis,1,1245,0,77,1322,tumor_tcell_20210709.161551/
tumor_62202B,46.36666666666667,apoptosis,1,1246,0,77,1323,tumor_tcell_20210709.161551/
tumor_63668BBBAB,46.36666666666667,apoptosis,1,1247,0,77,1324,tumor_tcell_20210709.161551/
tumor_74841BBBA,46.38333333333333,Tcell_death,0,1247,1,78,1325,tumor_tcell_20210709.161551/
tumor_63867,46.416666666666664,Tcell_death,0,1247,1,79,1326,tumor_tcell_20210709.161551/
tumor_67968,46.416666666666664,apoptosis,1,1248,0,79,1327,tumor_tcell_20210709.161551/
tumor_69329AAABB,46.43333333333333,apoptosis,1,1249,0,79,1328,tumor_tcell_20210709.161551/
tumor_70219BA,46.43333333333333,apoptosis,1,1250,0,79,1329,tumor_tcell_20210709.161551/
tumor_63713BAA,46.43333333333333,apoptosis,1,1251,0,79,1330,tumor_tcell_20210709.161551/
tumor_70950AAA,46.46666666666667,apoptosis,1,1252,0,79,1331,tumor_tcell_20210709.161551/
tumor_70916BBAA,46.516666666666666,apoptosis,1,1253,0,79,1332,tumor_tcell_20210709.161551/
tumor_74736AAB,46.516666666666666,apoptosis,1,1254,0,79,1333,tumor_tcell_20210709.161551/
tumor_62027A,46.583333333333336,apoptosis,1,1255,0,79,1334,tumor_tcell_20210709.161551/
tumor_75257ABAA,46.583333333333336,Tcell_death,0,1255,1,80,1335,tumor_tcell_20210709.161551/
tumor_70086BAB,46.583333333333336,apoptosis,1,1256,0,80,1336,tumor_tcell_20210709.161551/
tumor_74369BAA,46.6,apoptosis,1,1257,0,80,1337,tumor_tcell_20210709.161551/
tumor_63607ABB,46.6,apoptosis,1,1258,0,80,1338,tumor_tcell_20210709.161551/
tumor_63620BAA,46.61666666666667,apoptosis,1,1259,0,80,1339,tumor_tcell_20210709.161551/
tumor_62455BAA,46.61666666666667,Tcell_death,0,1259,1,81,1340,tumor_tcell_20210709.161551/
tumor_62376BAAABA,46.61666666666667,apoptosis,1,1260,0,81,1341,tumor_tcell_20210709.161551/
tumor_69187BA,46.63333333333333,apoptosis,1,1261,0,81,1342,tumor_tcell_20210709.161551/
tumor_63711A,46.63333333333333,apoptosis,1,1262,0,81,1343,tumor_tcell_20210709.161551/
tumor_74855BAA,46.63333333333333,Tcell_death,0,1262,1,82,1344,tumor_tcell_20210709.161551/
tumor_62117AAABAA,46.7,apoptosis,1,1263,0,82,1345,tumor_tcell_20210709.161551/
tumor_70062BAAB,46.7,apoptosis,1,1264,0,82,1346,tumor_tcell_20210709.161551/
tumor_70972AA,46.7,Tcell_death,0,1264,1,83,1347,tumor_tcell_20210709.161551/
tumor_60411BBABAB,46.7,apoptosis,1,1265,0,83,1348,tumor_tcell_20210709.161551/
tumor_71145AAAB,46.7,Tcell_death,0,1265,1,84,1349,tumor_tcell_20210709.161551/
tumor_63709B,46.71666666666667,Tcell_death,0,1265,1,85,1350,tumor_tcell_20210709.161551/
tumor_60745AABAA,46.733333333333334,apoptosis,1,1266,0,85,1351,tumor_tcell_20210709.161551/
tumor_63637AA,46.733333333333334,Tcell_death,0,1266,1,86,1352,tumor_tcell_20210709.161551/
tumor_62497B,46.75,apoptosis,1,1267,0,86,1353,tumor_tcell_20210709.161551/
tumor_60636BBABA,46.78333333333333,apoptosis,1,1268,0,86,1354,tumor_tcell_20210709.161551/
tumor_62320AA,46.8,apoptosis,1,1269,0,86,1355,tumor_tcell_20210709.161551/
tumor_74758AAB,46.833333333333336,apoptosis,1,1270,0,86,1356,tumor_tcell_20210709.161551/
tumor_74482BAAB,46.833333333333336,Tcell_death,0,1270,1,87,1357,tumor_tcell_20210709.161551/
tumor_63740BBA,46.85,apoptosis,1,1271,0,87,1358,tumor_tcell_20210709.161551/
tumor_62365A,46.85,apoptosis,1,1272,0,87,1359,tumor_tcell_20210709.161551/
tumor_70196,46.86666666666667,Tcell_death,0,1272,1,88,1360,tumor_tcell_20210709.161551/
tumor_75189AAAAA,46.86666666666667,apoptosis,1,1273,0,88,1361,tumor_tcell_20210709.161551/
tumor_75257ABBB,46.86666666666667,Tcell_death,0,1273,1,89,1362,tumor_tcell_20210709.161551/
tumor_70775AAB,46.86666666666667,apoptosis,1,1274,0,89,1363,tumor_tcell_20210709.161551/
tumor_75155BBA,46.88333333333333,apoptosis,1,1275,0,89,1364,tumor_tcell_20210709.161551/
tumor_69208A,46.88333333333333,apoptosis,1,1276,0,89,1365,tumor_tcell_20210709.161551/
tumor_62216BAA,46.916666666666664,apoptosis,1,1277,0,89,1366,tumor_tcell_20210709.161551/
tumor_69916AABABB,46.93333333333333,apoptosis,1,1278,0,89,1367,tumor_tcell_20210709.161551/
tumor_76559A,46.95,apoptosis,1,1279,0,89,1368,tumor_tcell_20210709.161551/
tumor_63637ABA,46.983333333333334,apoptosis,1,1280,0,89,1369,tumor_tcell_20210709.161551/
tumor_69306BB,47.0,apoptosis,1,1281,0,89,1370,tumor_tcell_20210709.161551/
tumor_63527BBBB,47.03333333333333,apoptosis,1,1282,0,89,1371,tumor_tcell_20210709.161551/
tumor_61097A,47.03333333333333,Tcell_death,0,1282,1,90,1372,tumor_tcell_20210709.161551/
tumor_63694BB,47.03333333333333,apoptosis,1,1283,0,90,1373,tumor_tcell_20210709.161551/
tumor_69999AAB,47.05,apoptosis,1,1284,0,90,1374,tumor_tcell_20210709.161551/
tumor_62560,47.06666666666667,Tcell_death,0,1284,1,91,1375,tumor_tcell_20210709.161551/
tumor_69981BBAAA,47.06666666666667,apoptosis,1,1285,0,91,1376,tumor_tcell_20210709.161551/
tumor_62376AA,47.083333333333336,apoptosis,1,1286,0,91,1377,tumor_tcell_20210709.161551/
tumor_70907BBAA,47.11666666666667,apoptosis,1,1287,0,91,1378,tumor_tcell_20210709.161551/
tumor_61962AA,47.13333333333333,apoptosis,1,1288,0,91,1379,tumor_tcell_20210709.161551/
tumor_62343B,47.15,apoptosis,1,1289,0,91,1380,tumor_tcell_20210709.161551/
tumor_74727AA,47.266666666666666,apoptosis,1,1290,0,91,1381,tumor_tcell_20210709.161551/
tumor_70249A,47.28333333333333,apoptosis,1,1291,0,91,1382,tumor_tcell_20210709.161551/
tumor_62303AABB,47.28333333333333,apoptosis,1,1292,0,91,1383,tumor_tcell_20210709.161551/
tumor_70739AAAB,47.28333333333333,apoptosis,1,1293,0,91,1384,tumor_tcell_20210709.161551/
tumor_62396BBBBAB,47.28333333333333,apoptosis,1,1294,0,91,1385,tumor_tcell_20210709.161551/
tumor_70115BBBBB,47.3,apoptosis,1,1295,0,91,1386,tumor_tcell_20210709.161551/
tumor_60930B,47.31666666666667,apoptosis,1,1296,0,91,1387,tumor_tcell_20210709.161551/
tumor_74841BBBBBBB,47.333333333333336,Tcell_death,0,1296,1,92,1388,tumor_tcell_20210709.161551/
tumor_75193ABB,47.36666666666667,apoptosis,1,1297,0,92,1389,tumor_tcell_20210709.161551/
tumor_69995AA,47.36666666666667,apoptosis,1,1298,0,92,1390,tumor_tcell_20210709.161551/
tumor_60528AAAA,47.38333333333333,apoptosis,1,1299,0,92,1391,tumor_tcell_20210709.161551/
tumor_63795A,47.38333333333333,apoptosis,1,1300,0,92,1392,tumor_tcell_20210709.161551/
tumor_60859ABABA,47.416666666666664,apoptosis,1,1301,0,92,1393,tumor_tcell_20210709.161551/
tumor_60947,47.483333333333334,Tcell_death,0,1301,1,93,1394,tumor_tcell_20210709.161551/
tumor_60920BA,47.483333333333334,Tcell_death,0,1301,1,94,1395,tumor_tcell_20210709.161551/
tumor_61939AA,47.483333333333334,apoptosis,1,1302,0,94,1396,tumor_tcell_20210709.161551/
tumor_74844AAA,47.483333333333334,apoptosis,1,1303,0,94,1397,tumor_tcell_20210709.161551/
tumor_62179A,47.53333333333333,apoptosis,1,1304,0,94,1398,tumor_tcell_20210709.161551/
tumor_63733AABBBA,47.53333333333333,Tcell_death,0,1304,1,95,1399,tumor_tcell_20210709.161551/
tumor_61157BAAAA,47.55,Tcell_death,0,1304,1,96,1400,tumor_tcell_20210709.161551/
tumor_70775AB,47.583333333333336,apoptosis,1,1305,0,96,1401,tumor_tcell_20210709.161551/
tumor_69999AAAA,47.583333333333336,apoptosis,1,1306,0,96,1402,tumor_tcell_20210709.161551/
tumor_70771BBABA,47.583333333333336,apoptosis,1,1307,0,96,1403,tumor_tcell_20210709.161551/
tumor_63445AB,47.6,apoptosis,1,1308,0,96,1404,tumor_tcell_20210709.161551/
tumor_69933AAAB,47.6,apoptosis,1,1309,0,96,1405,tumor_tcell_20210709.161551/
tumor_63678AABB,47.6,apoptosis,1,1310,0,96,1406,tumor_tcell_20210709.161551/
tumor_61163B,47.6,Tcell_death,0,1310,1,97,1407,tumor_tcell_20210709.161551/
tumor_63518BBBAAAA,47.61666666666667,apoptosis,1,1311,0,97,1408,tumor_tcell_20210709.161551/
tumor_60973AAABABB,47.666666666666664,apoptosis,1,1312,0,97,1409,tumor_tcell_20210709.161551/
tumor_60636AAA,47.666666666666664,apoptosis,1,1313,0,97,1410,tumor_tcell_20210709.161551/
tumor_69988AABB,47.71666666666667,apoptosis,1,1314,0,97,1411,tumor_tcell_20210709.161551/
tumor_62177BBAB,47.766666666666666,apoptosis,1,1315,0,97,1412,tumor_tcell_20210709.161551/
tumor_69965A,47.766666666666666,apoptosis,1,1316,0,97,1413,tumor_tcell_20210709.161551/
tumor_70984ABAB,47.78333333333333,apoptosis,1,1317,0,97,1414,tumor_tcell_20210709.161551/
tumor_62160BAA,47.8,apoptosis,1,1318,0,97,1415,tumor_tcell_20210709.161551/
tumor_74749BBA,47.833333333333336,apoptosis,1,1319,0,97,1416,tumor_tcell_20210709.161551/
tumor_63494ABAAAA,47.85,apoptosis,1,1320,0,97,1417,tumor_tcell_20210709.161551/
tumor_62199,47.85,apoptosis,1,1321,0,97,1418,tumor_tcell_20210709.161551/
tumor_70808B,47.85,apoptosis,1,1322,0,97,1419,tumor_tcell_20210709.161551/
tumor_60458BBBAA,47.86666666666667,apoptosis,1,1323,0,97,1420,tumor_tcell_20210709.161551/
tumor_63457AAABAA,47.86666666666667,apoptosis,1,1324,0,97,1421,tumor_tcell_20210709.161551/
tumor_62043AB,47.88333333333333,apoptosis,1,1325,0,97,1422,tumor_tcell_20210709.161551/
tumor_60553AAB,47.88333333333333,apoptosis,1,1326,0,97,1423,tumor_tcell_20210709.161551/
tumor_74449ABAABBA,47.9,Tcell_death,0,1326,1,98,1424,tumor_tcell_20210709.161551/
tumor_60884ABBAB,47.916666666666664,apoptosis,1,1327,0,98,1425,tumor_tcell_20210709.161551/
tumor_60482BAA,47.95,apoptosis,1,1328,0,98,1426,tumor_tcell_20210709.161551/
tumor_62178ABAB,47.95,apoptosis,1,1329,0,98,1427,tumor_tcell_20210709.161551/
tumor_74482BAAA,47.95,apoptosis,1,1330,0,98,1428,tumor_tcell_20210709.161551/
tumor_69244AA,47.96666666666667,apoptosis,1,1331,0,98,1429,tumor_tcell_20210709.161551/
tumor_70136AABAB,47.96666666666667,apoptosis,1,1332,0,98,1430,tumor_tcell_20210709.161551/
tumor_63558AA,47.96666666666667,apoptosis,1,1333,0,98,1431,tumor_tcell_20210709.161551/
tumor_75213BBBAB,47.983333333333334,apoptosis,1,1334,0,98,1432,tumor_tcell_20210709.161551/
tumor_62362ABAB,48.016666666666666,apoptosis,1,1335,0,98,1433,tumor_tcell_20210709.161551/
tumor_60964ABAA,48.016666666666666,Tcell_death,0,1335,1,99,1434,tumor_tcell_20210709.161551/
tumor_69309BB,48.06666666666667,apoptosis,1,1336,0,99,1435,tumor_tcell_20210709.161551/
tumor_62262BA,48.06666666666667,apoptosis,1,1337,0,99,1436,tumor_tcell_20210709.161551/
tumor_70180BBBA,48.06666666666667,apoptosis,1,1338,0,99,1437,tumor_tcell_20210709.161551/
tumor_62192ABBBAA,48.13333333333333,apoptosis,1,1339,0,99,1438,tumor_tcell_20210709.161551/
tumor_74841BABABAA,48.13333333333333,Tcell_death,0,1339,1,100,1439,tumor_tcell_20210709.161551/
tumor_62009ABAAA,48.15,apoptosis,1,1340,0,100,1440,tumor_tcell_20210709.161551/
tumor_70989BBA,48.15,apoptosis,1,1341,0,100,1441,tumor_tcell_20210709.161551/
