,time,cell,cell_state,IFNg,transferable_cytotoxic_packets,X,Y,experiment_id
0,0.0,tcell_0,PD1n,0.0,0.0,1544.3380760581808,1122.457282160517,tumor_tcell_20210709.161551/
1,0.0,tcell_1,PD1n,0.0,0.0,1527.619793926491,916.0441489173303,tumor_tcell_20210709.161551/
2,0.0,tcell_2,PD1n,0.0,0.0,1113.4526658822936,331.70473714757736,tumor_tcell_20210709.161551/
3,0.0,tcell_3,PD1p,0.0,0.0,228.18698693571423,61.80022070290874,tumor_tcell_20210709.161551/
4,0.0,tcell_4,PD1p,0.0,0.0,1734.9407071834235,337.55366308970287,tumor_tcell_20210709.161551/
5,0.0,tcell_5,PD1n,0.0,0.0,1524.448669071259,1287.7760517305778,tumor_tcell_20210709.161551/
6,0.0,tcell_6,PD1n,0.0,0.0,31.03949283157885,1325.681291716735,tumor_tcell_20210709.161551/
7,0.0,tcell_7,PD1n,0.0,0.0,811.1218124789328,1154.4953576843582,tumor_tcell_20210709.161551/
8,0.0,tcell_8,PD1n,0.0,0.0,1370.90870863138,329.7343353333128,tumor_tcell_20210709.161551/
9,0.16666666666666666,tcell_0,PD1n,0.0,0.0,1557.701587186772,1154.3143516320788,tumor_tcell_20210709.161551/
10,0.16666666666666666,tcell_1,PD1n,0.0,0.0,1532.944929755198,899.8153456637277,tumor_tcell_20210709.161551/
11,0.16666666666666666,tcell_2,PD1n,0.0,0.0,1134.0495880856154,297.3072331702433,tumor_tcell_20210709.161551/
12,0.16666666666666666,tcell_3,PD1p,0.0,0.7999999999999999,227.59858101621984,39.70777274768359,tumor_tcell_20210709.161551/
13,0.16666666666666666,tcell_4,PD1p,0.0,0.0,1721.9910340167557,329.6199104572208,tumor_tcell_20210709.161551/
14,0.16666666666666666,tcell_5,PD1n,0.0,0.0,1530.0814176290685,1268.2137094773116,tumor_tcell_20210709.161551/
15,0.16666666666666666,tcell_6,PD1n,0.0,0.0,26.197086419411796,1318.9985424679958,tumor_tcell_20210709.161551/
16,0.16666666666666666,tcell_7,PD1n,0.0,0.0,839.2061225452661,1169.513458716723,tumor_tcell_20210709.161551/
17,0.16666666666666666,tcell_8,PD1n,0.0,0.0,1379.0785110959248,337.5044493997672,tumor_tcell_20210709.161551/
18,0.3333333333333333,tcell_0,PD1n,0.0,0.0,1563.3316678790711,1150.7322373095894,tumor_tcell_20210709.161551/
19,0.3333333333333333,tcell_1,PD1n,0.0,0.0,1567.3078962568559,918.6560008524106,tumor_tcell_20210709.161551/
20,0.3333333333333333,tcell_2,PD1n,0.0,0.0,1114.4962113878748,288.7638030362318,tumor_tcell_20210709.161551/
21,0.3333333333333333,tcell_3,PD1p,0.0,1.8000000000000005,226.32389016332493,39.59577495062101,tumor_tcell_20210709.161551/
22,0.3333333333333333,tcell_4,PD1p,0.0,0.0,1730.8361515006168,344.8844210714339,tumor_tcell_20210709.161551/
23,0.3333333333333333,tcell_5,PD1n,0.0,0.0,1551.323480204516,1253.163834986697,tumor_tcell_20210709.161551/
24,0.3333333333333333,tcell_6,PD1n,0.0,0.0,13.675491484921594,1345.077716115527,tumor_tcell_20210709.161551/
25,0.3333333333333333,tcell_7,PD1n,0.0,0.0,839.0802614321782,1163.5384648974323,tumor_tcell_20210709.161551/
26,0.3333333333333333,tcell_8,PD1n,0.0,0.0,1349.680585322433,313.94487133507545,tumor_tcell_20210709.161551/
27,0.5,tcell_0,PD1n,0.0,0.0,1571.3514030178308,1174.365450722903,tumor_tcell_20210709.161551/
28,0.5,tcell_1,PD1n,0.0,0.0,1564.674234816406,946.8217314948555,tumor_tcell_20210709.161551/
29,0.5,tcell_2,PD1n,0.0,0.0,1109.1726463548341,281.02166035203527,tumor_tcell_20210709.161551/
30,0.5,tcell_3,PD1p,0.0,2.800000000000001,227.06403795701559,40.3696562734586,tumor_tcell_20210709.161551/
31,0.5,tcell_4,PD1p,0.0,0.0,1754.5534287699325,345.710622347404,tumor_tcell_20210709.161551/
32,0.5,tcell_5,PD1n,0.0,0.0,1531.240457300143,1223.8593158710846,tumor_tcell_20210709.161551/
33,0.5,tcell_6,PD1n,0.0,0.0,16.456828303163515,1340.1702181184808,tumor_tcell_20210709.161551/
34,0.5,tcell_7,PD1n,0.0,0.0,839.5827191251154,1207.7824477588947,tumor_tcell_20210709.161551/
35,0.5,tcell_8,PD1n,0.0,0.0,1354.8108513580999,346.7548326281241,tumor_tcell_20210709.161551/
36,0.6666666666666666,tcell_0,PD1n,0.0,0.0,1589.003831785782,1168.853256440102,tumor_tcell_20210709.161551/
37,0.6666666666666666,tcell_1,PD1n,0.0,0.0,1571.2646426500248,956.7033614051974,tumor_tcell_20210709.161551/
38,0.6666666666666666,tcell_2,PD1n,0.0,0.0,1109.2678871716246,296.34838993219364,tumor_tcell_20210709.161551/
39,0.6666666666666666,tcell_3,PD1p,0.0,3.800000000000002,228.00554710456228,39.072345223450924,tumor_tcell_20210709.161551/
40,0.6666666666666666,tcell_4,PD1p,0.0,0.0,1742.2196670514863,332.69564173994985,tumor_tcell_20210709.161551/
41,0.6666666666666666,tcell_5,PD1n,0.0,0.0,1548.7148273466544,1214.7776886150386,tumor_tcell_20210709.161551/
42,0.6666666666666666,tcell_6,PD1n,0.0,0.0,44.889033064974136,1294.7523143184915,tumor_tcell_20210709.161551/
43,0.6666666666666666,tcell_7,PD1n,0.0,0.0,857.8456134130018,1232.7118902388193,tumor_tcell_20210709.161551/
44,0.6666666666666666,tcell_8,PD1n,0.0,0.0,1356.1908310915285,366.47547831417404,tumor_tcell_20210709.161551/
45,0.8333333333333334,tcell_0,PD1n,0.0,0.0,1607.0546693696874,1155.7946208988915,tumor_tcell_20210709.161551/
46,0.8333333333333334,tcell_1,PD1n,0.0,0.0,1562.8145612437072,962.7809055955589,tumor_tcell_20210709.161551/
47,0.8333333333333334,tcell_2,PD1n,0.0,0.0,1126.9857293572088,304.59139006526857,tumor_tcell_20210709.161551/
48,0.8333333333333334,tcell_3,PD1p,0.0,4.799999999999999,228.37642306363807,39.33272469847633,tumor_tcell_20210709.161551/
49,0.8333333333333334,tcell_4,PD1p,0.0,0.0,1730.9020320028053,331.43122549931667,tumor_tcell_20210709.161551/
50,0.8333333333333334,tcell_5,PD1n,0.0,0.0,1505.8266967872867,1173.818442183745,tumor_tcell_20210709.161551/
51,0.8333333333333334,tcell_6,PD1n,0.0,0.0,52.59200418326295,1315.977409232726,tumor_tcell_20210709.161551/
52,0.8333333333333334,tcell_7,PD1n,0.0,0.0,836.5091009101487,1211.1491231277014,tumor_tcell_20210709.161551/
53,0.8333333333333334,tcell_8,PD1n,0.0,0.0,1371.6408408135364,404.24800759373574,tumor_tcell_20210709.161551/
54,1.0,tcell_0,PD1n,0.0,0.0,1603.2361758576703,1133.6836988036202,tumor_tcell_20210709.161551/
55,1.0,tcell_1,PD1n,0.0,0.0,1580.0189240511406,975.9495221396259,tumor_tcell_20210709.161551/
56,1.0,tcell_2,PD1n,0.0,0.0,1132.0732821896102,302.6956187984688,tumor_tcell_20210709.161551/
57,1.0,tcell_3,PD1p,0.0,5.799999999999995,228.8520385327029,38.40298107865622,tumor_tcell_20210709.161551/
58,1.0,tcell_4,PD1p,0.0,0.0,1723.3874228355858,315.22466172290086,tumor_tcell_20210709.161551/
59,1.0,tcell_5,PD1n,0.0,0.0,1491.830924100165,1141.8923296282974,tumor_tcell_20210709.161551/
60,1.0,tcell_6,PD1n,0.0,0.0,79.57828868137776,1338.9328011288105,tumor_tcell_20210709.161551/
61,1.0,tcell_7,PD1n,0.0,0.0,870.9067084307261,1188.9354410411343,tumor_tcell_20210709.161551/
62,1.0,tcell_8,PD1n,0.0,0.0,1392.9355823577978,406.8208652268078,tumor_tcell_20210709.161551/
63,1.1666666666666667,tcell_0,PD1n,0.0,0.0,1588.3259740375584,1105.0875870734535,tumor_tcell_20210709.161551/
64,1.1666666666666667,tcell_1,PD1n,0.0,0.0,1550.8451285990338,987.1098271061095,tumor_tcell_20210709.161551/
65,1.1666666666666667,tcell_2,PD1n,0.0,0.0,1116.8780450219558,291.0012955173265,tumor_tcell_20210709.161551/
